postUrl,imgUrl,postContent,type,likeCount,commentCount,repostCount,postDate,action,author,authorUrl,profileUrl,timestamp,viewCount,postTimestamp,videoUrl,approximateDate
https://www.linkedin.com/feed/update/urn:li:activity:7380507063912804352,,"I know you want to be the girl-boss and the boss-boss and the pizzaz in the corridors. 

You want your tidy excels and glossy pitch-decks to woo a room full of luminaries. The star employees, the 2x founders, the warriors in the conquest of life. 

And I believe ambition is the wheels to your car, your alloy, your ahoi! It’ll take you from point A to point B, even on days when you’re a quarter tank. 

BUT..yes, there’s a but. 

Make it to your friend’s birthday and your distant cousin’s wedding. Spend chunky bucks on the dress you want to wear on either of the occasions. 

Please, please attend your child’s fancy dress and watch them write chronicles on a stage. Talk to your father. Your father is the least expressive and most sensitive man on the face of earth. 

Your aging mother would ask you fifty questions in a row about how to use a Swigit or a Blinky and I recommend you answer all fifty patiently. 

Take yourself on a vacation and wear your “I am saving it for when I am 5 kgs lighter” outfit. Get chatty with strangers. Listen more. You’ll know how little you really are in this enormous world. 

Do anything but cut open your heart and dysfunction your family and unlove your lover for a job/business/empire. 

I can bet on my life that nobody will remember you for more than how you served them except the ones who love you selflessly. 

I earnestly believe that I am too young to casually throw around this piece of advice on a Sunday afternoon. 

But I’ve seen closely, two of my closest people, inch closer to death for days until they surrendered to it. All they could recall were the faces dear to them, and all I remember about them now is how they lived and loved. 

Live and love fully. Today is the best time to start.",Text,121,17,4,1w,Post,Shailya Jaggi,https://www.linkedin.com/in/shailya-jaggi,https://www.linkedin.com/in/shailya-jaggi/,2025-10-08T21:15:00.000Z,,2025-10-05T00:00:00.000Z,,2025-10-08
https://www.linkedin.com/feed/update/urn:li:activity:7379819232559099904,,"I don’t know who needs to hear this but start posting your brain-puke and heart-vomit here.

If you think you need 10 lessons, 20 tips, and 30 hacks before you’re “ready” to post, you’re wrong.

Do you know how ridiculously easy it is to generate that kind of content today? Takes one prompt. People have trained AI models to do it.

Research is convenient now. Gyaan even more.
Everything “tested by the internet” or “extracted from a book” is a pro-plus subscription away.

But making people feel something? A small laugh, a single tear, a speck of motivation, a sudden longing for a place they’ve never been to..that’s rare.

There’s enough thought-leadership on LinkedIn today. More than enough, honestly. But there’s very little thought.

Be the thought.",Text,256,40,4,1w,Post,Shailya Jaggi,https://www.linkedin.com/in/shailya-jaggi,https://www.linkedin.com/in/shailya-jaggi/,2025-10-08T21:15:00.000Z,,2025-10-03T00:00:00.000Z,,2025-10-08
https://www.linkedin.com/feed/update/urn:li:activity:7379068448359952384,https://media.licdn.com/dms/image/v2/D5622AQHaUyj8T4kBXg/feedshare-shrink_800/B56Zme3pYfH8Ag-/0/1759307012798?e=1763596800&v=beta&t=Qq9rUSJEQcdWFyydl2hs_TRoZbHUqWtC-Vu5-WrCAv0,"I forgot that I have a hugeeee tattoo on my arm.

It’s something an internet friend once sketched for me after I gave her the vaguest, murkiest description of what I wanted.

It’s an abstract-ish face of a woman, and from inside her head bloom pansies that cluster into a book. The book endlessly shedding more flowers.

It was meant to remind me that knowledge would be the first reason I’d ever bloom like a flower. And pansies, they stand for love and affection.

For an eighteen-year-old, I was pretty committed to that thought. It was my 8th tattoo, I think.

But the thing with tattoos is over time, they become you. They stop feeling like a piece of art. Your own skin-painting. They are just…there. 

You scrub them with soap, tan them in the sun, hide them behind sweaters, and forget they even exist.

And then, one day, someone points to it and goes, “Oh, you have a tattoo?” and it takes you a second to remember that you do.

Same with your big glimmery eyes that widen when you talk about something you love. The little mole under your lip. 

The dimple that’s a crowd-favourite. The way your eyebrows jump when you put the music on. The way your shoulders sway when you dance. 

Even the way you pronounce that one word weirdly, or laugh before finishing your own joke. All your little quirks that you find so easy to forget. 

You live with them every day, so you stop noticing. But they’re what make you jaw-droppingly beautiful and you’re an audacious little creature to not acknowledge them. 

For God’s sake, never forget the tattoo on your arm. And this is really not about tattoos.",Image,106,43,0,2w,Post,Shailya Jaggi,https://www.linkedin.com/in/shailya-jaggi,https://www.linkedin.com/in/shailya-jaggi/,2025-09-30T21:15:00.000Z,,2025-10-01T00:00:00.000Z,,2025-10-01
https://www.linkedin.com/feed/update/urn:li:activity:7377205355120037889,,"Be terrified of who you can become.

As I hug my late twenties, I’m pleased to announce that imposter syndrome and hustle mania have officially left my body.

I’m no longer the “I don’t know who I am” saddie.
I’m cooking and cleaning against Cardi B’s will.
I’m learning to swim and travelling every three months.

I’m choosing the work I want to do.
I’m weight training thrice a week, going hard on protein, painting on a Fridayyyy morning.

I’ve unfriended friends and started saying NO left, right, and centre. For someone who learned that word only recently, it’s my new superpower.

Who am I becoming? A ninja? A gangster? A growth hacker? A terminator? A baddie? That’s a secret I’ll never tell. You know you love me.

xoxo,
don’t-gossip-with-me girl 🥰",Text,231,69,1,2w,Post,Shailya Jaggi,https://www.linkedin.com/in/shailya-jaggi,https://www.linkedin.com/in/shailya-jaggi/,2025-09-30T21:15:00.000Z,,2025-09-26T00:00:00.000Z,,2025-10-01
https://www.linkedin.com/feed/update/urn:li:activity:7375844416487542784,,"If you’re one of those people who cried about selfies on LinkedIn, I have a question.

ARE. YOU. HAPPY. NOW?

Are you finally exhaling through your aristocratic nostrils? Because the selfies are gone! 

Now all we have are AI-generated avatars sipping fake lattes in fake cafes, typing on fake laptops next to their fake dogs.

They’ve got 26 versions of themselves in powersuits, nightsuits, and surfuits all for your high moral compass. 

Shalini will never post her pouty mirror selfie again. And it wasn’t perfect, but at least it was HER. I miss your selfies, Shalini. 

But you? You must be thrilled, right? Right? :)",Text,120,65,0,3w,Post,Shailya Jaggi,https://www.linkedin.com/in/shailya-jaggi,https://www.linkedin.com/in/shailya-jaggi/,2025-09-23T21:15:00.000Z,,2025-09-22T00:00:00.000Z,,2025-09-24
https://www.linkedin.com/feed/update/urn:li:activity:7375755722132926464,https://media.licdn.com/dms/image/v2/D5622AQHWM88duGD96Q/feedshare-shrink_800/B56ZlvyvbCH8Ak-/0/1758517197978?e=1763596800&v=beta&t=M8hkZnacBfYb4MO7dyvYiPiZcSSfhi-wM2zmfDRP_mY,"My grandmother is the most stunning woman I’ve ever known. 

Born in Kashmir and raised in the courtyards of Bhopal, she grew up under the indifferent care of a stepmother who, like the ones immortalized in old bollywood movies, left her with scars that could scarcely be seen on her skin.

I remember when I was sixteen, I was just beginning to love Jane Austen. My grandmother, however, was married off in her sweet sixteen to a man she had never met before. 

She was a mother at seventeen, a mother of two at 25, a mother of 3 at 30. She was fierce, lady-like, significantly talkative. She was the architect of the family I would gladly pierce my heart for.

But I often find myself wondering what might her life had been if the world was kinder. Would she, too, have been enchanted by Austen on a summer evening? 

Would her inquisitive fingers have shot up in a classroom, eager to question, to answer? Would she rather wear a pair of jeans than a patiala salwar? 

She could have been a fashion designer, or perhaps a poet? I know, with cruel certainty, that she would have been remarkable with numbers. All finance bros would squirm in shame. 

Strange, no? A beautiful woman whose course of life has given me a beautiful story of my own. And at the same time, there’s a little horror in how a brilliance so alive could be subdued by circumstances. 

Anyway, my grandmother is the most stunning woman I have ever known. Wish she could get to know herself better.

#writer",Image,145,20,0,3w,Post,Shailya Jaggi,https://www.linkedin.com/in/shailya-jaggi,https://www.linkedin.com/in/shailya-jaggi/,2025-09-23T21:15:00.000Z,,2025-09-22T00:00:00.000Z,,2025-09-24
https://www.linkedin.com/feed/update/urn:li:activity:7374671360112955392,,"Some people absolutely hate that our generation is setting boundaries.

Nobody bats an eye now when I discontinue working with a client who doesn’t respect my time.

But I started freelancing in 2018, back when freelancing wasn’t as mainstream. Everybody still glorified the grind, still wanted to toil and trade a piece of their flesh for a “secure” high-paying job.

Now when a 22-year-old respectfully tells their client, “I don’t take calls after 9pm” or “I’m not available today”, a lot of people freak out.

Partly because they’re unfamiliar with the phenomenon of work-life balance. And partly because Millennials never had this level of autonomy.

Baby Boomers built enormous wealth and passed down favorable conditions to their kids. Millennials, by contrast, started from lower baselines (less inheritance, more debt, costlier housing and education). 

But Gen Z and younger Millennials are doing THE radical (go divas 💅) They’re trading security for agency. They’re freelancing, they’re building startups, they’re studying online, they’re becoming content creators. 

They know the housing/jobs/education equation has only gotten worse, but they’re still willing to make that trade-off for freedom, for LIFE. 

Yes, it’s a privileged stance. Not everyone has the safety net to quit a job or refuse a client when there are bills and families to support. 

But that should make employers and founders even more careful. Because the fastest way to exploit someone is to take advantage of the fact that they can’t set boundaries.

Freelancers or job-goers, engineers or marketers, young or old - please respect their skill and time. 

#writer",Text,125,21,0,3w,Post,Shailya Jaggi,https://www.linkedin.com/in/shailya-jaggi,https://www.linkedin.com/in/shailya-jaggi/,2025-09-23T21:15:00.000Z,,2025-09-19T00:00:00.000Z,,2025-09-24
https://www.linkedin.com/feed/update/urn:li:activity:7373592655517245440,,"I think most young creatives are disappointed because they were made to believe that they’ll loveeeee their job. 

And sure, writing is a way of living for me. I’m grateful that I get paid for it. But the worst mistake I’ve committed in some 8 odd years of working is equating my self-worth with writing. 

I love the people I meet through my work. I love that I get to buy another black purse. I love that I can travel around the world. I love that I can pay for my gym membership. 

I love that I can take my mom on a vacation. I love that I can take my boyfriend on date nights. I love that I can buy expensive books. I love that I own a kindle. 

I love that I’ve added 4 ripe avocados to my blinkit cart and my walnuts are soaking in a china cup. I love the colors on my living-room rug. I love that I can buy myself some quality time. 

The sad truth is, I am not changing the world with some viral reels and viral posts and good ads and 10 leads a month. I’m doing business. And I thoroughly enjoy doing it. 

But I get more creative fulfilment talking about my life here than I do making content calendars. So I’m not spending another minute romanticising my work-life. I’m good at it, and it pays the bills. 

Don’t die or live for your job, guys. Life’s infinitely bigger than that, and you’re infinitely more than your skill. 

#writer",Text,122,38,0,4w,Post,Shailya Jaggi,https://www.linkedin.com/in/shailya-jaggi,https://www.linkedin.com/in/shailya-jaggi/,2025-09-15T21:15:00.000Z,,2025-09-16T00:00:00.000Z,,2025-09-17
https://www.linkedin.com/feed/update/urn:li:activity:7372143306362793984,,"“I haven’t achieved much in life” 

No, Sabrina. You packed your whole life in two suitcases at a tender age and navigated the crowded hell out of a foreign land. 

You cooked one meal, ordered two, sat at the cafe alone with your little pink notebook. You spoke to strangers when it terrified you the most. 

You found a job, you quit that job, you found your calling. Now you have days of work and then days of netflixing and it’s OKAY. 

I get it, 30s not too far and you haven’t made it to Forbes yet. But would you even want to if there was nobody to read about it on LinkedIn? 

You’ve achieved a lot in life. Now walk like that. And talk like that. And chin up high. 💅",Text,284,61,5,1mo,Post,Shailya Jaggi,https://www.linkedin.com/in/shailya-jaggi,https://www.linkedin.com/in/shailya-jaggi/,2025-09-15T21:15:00.000Z,,2025-09-12T00:00:00.000Z,,2025-09-15
https://www.linkedin.com/feed/update/urn:li:activity:7368890666094948357,,"Enter a boarding gate and you’ll spot an engineer with his Dell backpack, clicking his fifteenth selfie in the same corner. 

Then another on the jetway, and one more by pulling a favour from a stranger near the airstair.

Sunglasses on, then off. Fingers pointing at his collars in that millennial victory-pose. 30 pictures. You can’t help but smile at his first time.

Walk into a mall and you’ll see an aunty in a chiffon suit hesitating at the escalator. Right foot up, back down, up again. Hands collecting dust from the handrail. 

She’ll pause by a balcony or the food court railing for the perfect shot. Wide smile, wider bindi, bangles clinking in the empty corridor. You can’t help but smile at her first time.

Step into a big office and you’ll find a nervous girl on her very first day. She fumbles with the coffee machine and settles for whatever comes out first. She hates black.

At lunch, she video-calls her mom to show the office. Bean bags, bright lights, a gym, a nap room. A nap room?! You can’t help but smile at her first time.

It’s beautiful, isn’t it? To witness people living their firsts. It reminds you it hasn’t been too long since your own, and how foolish it is to forget the privilege of what now feels ordinary.

Here’s hoping you find your first time today, tomorrow, and again, and again.

#writer",Text,202,35,2,1mo,Post,Shailya Jaggi,https://www.linkedin.com/in/shailya-jaggi,https://www.linkedin.com/in/shailya-jaggi/,2025-09-15T21:16:00.000Z,,2025-09-03T00:00:00.000Z,,2025-09-15
