postUrl,imgUrl,type,postContent,likeCount,commentCount,repostCount,postDate,action,author,authorUrl,profileUrl,timestamp,viewCount,postTimestamp,sharedPostUrl,videoUrl,sharedJobUrl,approximateDate
https://www.linkedin.com/feed/update/urn:li:activity:7381613951882547200,https://media.licdn.com/dms/image/v2/D5622AQGPYXL2S3Z4Mg/feedshare-shrink_800/B56ZnDCw9EH8Ag-/0/1759913907943?e=1762992000&v=beta&t=wgFYzOBeERJNnrwfEVjQMxOqecK3Q7IKUS0ylIwbnwQ,Image,"Over the past day, there’s been a lot of conversation about robot outfits and fabrics. Here’s our take at Water Robots 


At Water, we don’t see our CAMA system as just a bed.
It’s a living companion: futuristic, empathetic, supportive, and above all, health-focused.

That’s why even its outfit matters.
We refuse rigid, stitched-down patterns. Instead, we lean into softness, fluidity, and “Life”.

Layers upon layers of fabric, pleated and flowing like kinetic structures, echoing water in motion.
Colors and gradients are chosen not just for beauty, but to create the illusion of movement: calm waves that breathe with you.


What emerges is more than an industrial finish.
It’s an exquisite piece of art.
A symbol of how art and science can blend to support human health in its most intimate, restorative space: Sleep.

P.S. Image attached is not the actual design. :)",36,2,0,1w,Post,Teja Vinukollu,https://www.linkedin.com/in/vinukollu,https://www.linkedin.com/in/vinukollu/,2025-10-15T12:21:00.000Z,,2025-10-08T00:00:00.000Z,,,,2025-10-15
https://www.linkedin.com/feed/update/urn:li:activity:7376218730264997888,,Text,"Looking for 2 partners-in-crime as we build Water Robots - the world's first furniture that adapts to the human body (in real time).

1️⃣ Video Agency

If your idea of video is pretty product shots, skip.

I want goosebumps. I want to show the world what it looks like when a new category is born.
Shoot. Animate. Render. Blend. Whatever it takes.


2️⃣ PR Partner

Not a coverage chaser but a movement shaper.

You know the right journalists, maybe you’ve helped launch category-defining brands, and you can bend narrative to your will.

If you’re worried about “scope of work” or “detailed briefs,” this isn’t for you. If you want to play it safe, it's definitely not for you.

If you're ambitious and a little impractical with your vision - let's talk! 

Apply to these links:

Video agency → https://tally.so/r/nP7MBB
PR partner → https://tally.so/r/3Naeqb

Good karma for sharing this with the right people :)",67,6,5,4w,Post,Teja Vinukollu,https://www.linkedin.com/in/vinukollu,https://www.linkedin.com/in/vinukollu/,2025-09-22T12:21:00.000Z,,2025-09-23T00:00:00.000Z,,,,2025-09-24
https://www.linkedin.com/feed/update/urn:li:activity:7372205274423676928,https://media.licdn.com/dms/image/v2/D5622AQEdMgmQykjYDg/feedshare-shrink_800/B56Zk9VnGUJ8Ag-/0/1757670703811?e=1762992000&v=beta&t=PIemrJfnCTCdRVZ1Bg6SjctNtGapKbWwDBTdQ2aDbKI,Image,"Building a Robotics startup with a powerful team is a dream for any Polymath. 


Fixing FD CAN. 

And sudden call with  Ops discussing and finalising “Vegan Silk” for the most luxurious experience.

Immediately sucked into Mechanical Bug Fixes. 

And next version prototyping. 

Fusing deep learning models with data pre-processing. 

In between, Industrial Design & Website design. 

Again Mech bug fixes. 

Lunch with Branding and Marketing discussing “Black & White Dreams”. 

Feels like Miller Planet here. 1 hour here is 7 years in the real world. 

All this innovation will be in your hands in a few more weeks. 

Hold on. Hold on. Almost there.",74,1,1,1mo,Post,Teja Vinukollu,https://www.linkedin.com/in/vinukollu,https://www.linkedin.com/in/vinukollu/,2025-09-22T12:21:00.000Z,,2025-09-12T00:00:00.000Z,,,,2025-09-22
https://www.linkedin.com/feed/update/urn:li:activity:7371142844604100608,https://media.licdn.com/dms/image/v2/D5622AQEi2wh8aj9pxA/feedshare-shrink_2048_1536/B56ZkjRxX3KMAw-/0/1757233486173?e=1762992000&v=beta&t=F0Rohx109ffUtus-zzhQAQmjmGwJRWq-AxSUGK3dUvo,Image,"1 in 3 adults has insomnia. And what did we do? Normalized dysfunction. Turned sleepless nights into a badge of honor. Pretend exhaustion is ambition. 

And then, what did we build to reverse this?

More dashboards.
More rings.
More apps telling us how tired we already know we are.

But data doesn’t fix exhaustion.

I’m telling you…If this were a disease, we’d call it an epidemic.
If it were a cyberattack, we’d call it a national emergency.

This is the biggest health crisis we’ve chosen to ignore.

This is collapse disguised as culture.",47,0,1,1mo,Post,Teja Vinukollu,https://www.linkedin.com/in/vinukollu,https://www.linkedin.com/in/vinukollu/,2025-09-22T12:21:00.000Z,,2025-09-09T00:00:00.000Z,,,,2025-09-22
https://www.linkedin.com/feed/update/urn:li:activity:7370784229196169216,https://media.licdn.com/dms/image/v2/D5622AQHS0q5YygmWRw/feedshare-shrink_800/B56ZkjQ9CNI0Ag-/0/1757233272025?e=1762992000&v=beta&t=5kPFMx9Ni895PzZ9Vw4ph0-lioTyukitaZBA9JgXVyc,Image,"You might think you’re a “side sleeper” or a “back sleeper.” Or even claim you “sleep very still.” But in reality, you change your sleep posture 10 to 40 times a night.

Yep, research said that.

Your body rolls, twists, and adjusts (all without you knowing).

Not because that’s how it’s supposed to be, but because your body is fighting for circulation, alignment, comfort.

Unlike what we believe, sleep isn’t static.

It’s dynamic.

And yet… the furniture we sleep on is designed as if we never move. And then we buy mattresses, assuming they are made of angel wings and will give us perfect sleep scores. 😂

So it doesn’t matter if a mattress is made of unicorn hair or foam used in rockets for shock absorption, if a dynamic, alive body sleeps on a rigid, passive surface.


This mismatch is why sleep still feels broken.

For centuries, we’ve asked our bodies to conform to still furniture.

What if... furniture conformed to us?",43,0,1,1mo,Post,Teja Vinukollu,https://www.linkedin.com/in/vinukollu,https://www.linkedin.com/in/vinukollu/,2025-09-22T12:21:00.000Z,,2025-09-08T00:00:00.000Z,,,,2025-09-22
https://www.linkedin.com/feed/update/urn:li:activity:7348552432378892288,https://media.licdn.com/dms/image/v2/D5622AQEbAGG6CoAtDg/feedshare-shrink_800/B56ZfPDxnFHQAg-/0/1751525564119?e=1762992000&v=beta&t=r69X5C06Z4lEl-KFNywPo6PjNtdASfJfgghm9AzYQsc,Image,"Reminder to every founder out there. 


I would also like to add:

“Brilliance” doesn’t mean “thinking like me”, Brilliance is “Thinking better than me”. 


Now is the time for Multiplier to rise exponentially high and conquer this HR Tech world. Onwards and upwards. 

Next target: Decacorn. 🚀🚀🚀🚀🚀",17,0,0,3mo,Post,Teja Vinukollu,https://www.linkedin.com/in/vinukollu,https://www.linkedin.com/in/vinukollu/,2025-07-24T12:21:00.000Z,,2025-07-09T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:activity:7346477811651461120/,,,2025-07-24
https://www.linkedin.com/feed/update/urn:li:activity:7345999338050883584,https://media.licdn.com/dms/image/v2/D5605AQHxzmI0YRfyKQ/videocover-low/B56ZfHBH84GoCE-/0/1751391126032?e=1761721200&v=beta&t=lKlVX_nYfE-XnwR76wh43Y8Y9he3PVmz8zCAvLBo3XA,Video (LinkedIn Source),"Big thanks to Ritwik Pavan for bringing together 25 of the sharpest hardware founders and builders in San Francisco last week.

A room full of people shaping the future, from robotics to wearables to mobility, is both a sight to behold and a wellspring of knowledge.

The conversations were electric (and electronic too 😊). 
The energy was real. 
And the warmth reminded me why building real-world products is worth every late night.

Grateful to have shared what we’re building at Water Robots | CAMA, turning everyday sleep into adaptive, intelligent comfort.

The best part is meeting others who see hardware not just as products, but as a way to push human potential and frontiers forward.

Here’s to more nights like this. More ideas. More real things. And a community that makes it all worthwhile.

Let’s do it again soon!",104,8,2,3mo,Post,Teja Vinukollu,https://www.linkedin.com/in/vinukollu,https://www.linkedin.com/in/vinukollu/,2025-07-24T12:21:00.000Z,,2025-07-02T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:activity:7345867162625941504/,blob:https://www.linkedin.com/18ef6ebf-f5b6-4f90-b268-570cae38ba49,,2025-07-24
https://www.linkedin.com/feed/update/urn:li:activity:7331224828022071296,,Article,"The best way to spot an idiot?

Look for the person who is cruel.


Counter intuitively, some idiots are very smart. They can dazzle you with words and misdirection. They can get promoted above you at work. 


There’s never a good time to remind everyone about this.",39,1,0,4mo,Post,Teja Vinukollu,https://www.linkedin.com/in/vinukollu,https://www.linkedin.com/in/vinukollu/,2025-06-24T12:21:00.000Z,,2025-05-22T00:00:00.000Z,https://youtu.be/fjesSOLHWwE?si=CuVoAiqd8KEp8uIZ,,,2025-06-24
https://www.linkedin.com/feed/update/urn:li:activity:7324748939306446848,https://media.licdn.com/dms/image/v2/D5622AQH35-jxg6yj5g/feedshare-shrink_800/B56Zaa8VnwHUAg-/0/1746356233621?e=1762992000&v=beta&t=7Cyf5MLyxuAYwLEnzdM_25nyKqE2jtGUczF6f2CzNJg,Image,"Hello Mechanical Engineers, 

May the ""Force"" be with you.",29,2,1,5mo,Post,Teja Vinukollu,https://www.linkedin.com/in/vinukollu,https://www.linkedin.com/in/vinukollu/,2025-05-25T12:21:00.000Z,,2025-05-04T00:00:00.000Z,,,,2025-05-25
https://www.linkedin.com/feed/update/urn:li:activity:7313918458902073346,https://media.licdn.com/dms/image/v2/D5622AQEk3CHmpecLow/feedshare-shrink_800/B56ZX8O2q2HoAg-/0/1743693509702?e=1762992000&v=beta&t=enGnbHX4NTDfvkzTSGG6sTWImutbhR7JTb9gwTHzb7w,Image,"It’s not about risk appetite — it’s about vision.

Venture capital in India often gets blamed for the lack of funding in deep-tech and robotics. But let’s be honest — most VCs are professionals operating within the mandate and limitations of the capital they manage. They’re doing the best they can with the tools they have.

The real shift must come from India’s wealthy — the family offices, legacy entrepreneurs, and new-age founders turned investors. In the Bay Area, it was visionary individuals with wealth who backed moonshot ideas long before they became obvious. That’s how innovation compounds.

Here in India, short-term bets still dominate. It’s not just about risk; it’s a lack of belief in how the world will look in 10-15 years.

Robots are inevitable. One in five humans will live with a robot in the next decade. Whether we choose to participate in building this future — or continue betting on the next arbitrage play — is a mindset decision.

We’re fortunate to have a few visionary backers who get it. But if this country is to lead, more people with capital need to share the belief that technology can shape the future — not ""just"" margins.

Let’s back the builders. Let’s build boldly.",15,0,1,6mo,Post,Teja Vinukollu,https://www.linkedin.com/in/vinukollu,https://www.linkedin.com/in/vinukollu/,2025-04-25T12:21:00.000Z,,2025-04-04T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:activity:7313580669685637120/,,,2025-04-25
